SiteId,datetime,Start,End,CollTime,PBM,PBMVal,GOM,GOMVal,GEM,Valid_GEM,PossibleGEM,Excluded_GEM,ALL_GEM
MS12,9/29/2006 12:20,9/29/2006 9:40,9/29/2006 11:40,120,0,I,0,I,NULL,0,24,0,18
MS12,9/29/2006 13:55,9/29/2006 12:25,9/29/2006 13:15,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 15:30,9/29/2006 14:00,9/29/2006 14:50,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 17:05,9/29/2006 15:35,9/29/2006 16:25,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 18:40,9/29/2006 17:10,9/29/2006 18:00,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 20:15,9/29/2006 18:45,9/29/2006 19:35,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 21:50,9/29/2006 20:20,9/29/2006 21:10,50,0,I,0,I,NULL,0,10,2,10
MS12,9/29/2006 23:25,9/29/2006 21:55,9/29/2006 22:45,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 1:00,9/29/2006 23:30,9/30/2006 0:20,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 2:35,9/30/2006 1:05,9/30/2006 1:55,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 4:10,9/30/2006 2:40,9/30/2006 3:30,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 5:45,9/30/2006 4:15,9/30/2006 5:05,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 7:20,9/30/2006 5:50,9/30/2006 6:40,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 8:55,9/30/2006 7:25,9/30/2006 8:15,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 10:30,9/30/2006 9:00,9/30/2006 9:50,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 12:05,9/30/2006 10:35,9/30/2006 11:25,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 13:40,9/30/2006 12:10,9/30/2006 13:00,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 15:15,9/30/2006 13:45,9/30/2006 14:35,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 16:50,9/30/2006 15:20,9/30/2006 16:10,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 18:25,9/30/2006 16:55,9/30/2006 17:45,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 20:00,9/30/2006 18:30,9/30/2006 19:20,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 21:35,9/30/2006 20:05,9/30/2006 20:55,50,0,I,0,I,NULL,0,10,2,10
MS12,9/30/2006 23:10,9/30/2006 21:40,9/30/2006 22:30,50,0,I,0,I,NULL,0,10,2,10
MS12,10/1/2006 0:45,9/30/2006 23:15,10/1/2006 0:05,50,0,I,0,I,NULL,0,10,2,10
MS12,10/1/2006 3:00,10/1/2006 1:30,10/1/2006 2:20,50,5.264,I,12.143,I,NULL,0,10,2,10
MS12,10/1/2006 4:35,10/1/2006 3:05,10/1/2006 3:55,50,3.256,I,8.684,I,NULL,0,10,2,10
MS12,10/1/2006 6:10,10/1/2006 4:40,10/1/2006 5:30,50,-0.152,I,2.383,I,NULL,0,10,2,10
MS12,10/1/2006 7:45,10/1/2006 6:15,10/1/2006 7:05,50,5.704,I,12.818,I,NULL,0,10,2,10
MS12,10/1/2006 9:20,10/1/2006 7:50,10/1/2006 8:40,50,3.488,I,12.803,I,NULL,0,10,2,10
MS12,10/1/2006 10:55,10/1/2006 9:25,10/1/2006 10:15,50,6.091,I,18.948,I,NULL,0,10,2,10
MS12,10/1/2006 12:30,10/1/2006 11:00,10/1/2006 11:50,50,2.209,I,18.374,I,NULL,0,10,2,10
MS12,10/1/2006 14:05,10/1/2006 12:35,10/1/2006 13:25,50,4.727,I,12.814,I,NULL,0,10,2,10
MS12,10/1/2006 15:40,10/1/2006 14:10,10/1/2006 15:00,50,0.21,I,7.103,I,NULL,0,10,2,10
MS12,10/1/2006 17:15,10/1/2006 15:45,10/1/2006 16:35,50,7.203,I,21.483,I,NULL,0,10,2,10
MS12,10/1/2006 18:50,10/1/2006 17:20,10/1/2006 18:10,50,6.019,I,10.928,I,NULL,0,10,2,10
MS12,10/1/2006 20:25,10/1/2006 18:55,10/1/2006 19:45,50,3.745,I,9.913,I,NULL,0,10,2,10
MS12,10/1/2006 22:00,10/1/2006 20:30,10/1/2006 21:20,50,4.362,I,8.59,I,NULL,0,10,2,10
MS12,10/1/2006 23:35,10/1/2006 22:05,10/1/2006 22:55,50,7.198,I,14.243,I,NULL,0,10,2,10
MS12,10/2/2006 1:10,10/1/2006 23:40,10/2/2006 0:30,50,4.786,I,12.881,I,NULL,0,10,2,10
MS12,10/2/2006 2:45,10/2/2006 1:15,10/2/2006 2:05,50,7.196,I,15.444,I,NULL,0,10,2,10
MS12,10/2/2006 4:20,10/2/2006 2:50,10/2/2006 3:40,50,-1.525,I,6.979,I,NULL,0,10,2,10
MS12,10/2/2006 5:55,10/2/2006 4:25,10/2/2006 5:15,50,3.423,I,4.217,I,NULL,0,10,2,10
MS12,10/2/2006 7:30,10/2/2006 6:00,10/2/2006 6:50,50,2.976,I,6.53,I,NULL,0,10,2,10
MS12,10/2/2006 9:05,10/2/2006 7:35,10/2/2006 8:25,50,0,I,0.764,I,NULL,0,10,2,10
MS12,10/2/2006 10:40,10/2/2006 9:10,10/2/2006 10:00,50,0,I,0,I,NULL,0,10,2,10
MS12,10/2/2006 12:15,10/2/2006 10:45,10/2/2006 11:35,50,0,I,0,I,NULL,0,10,2,10
MS12,10/2/2006 13:50,10/2/2006 12:20,10/2/2006 13:05,45,0,I,0,I,NULL,0,9,2,9
MS12,10/2/2006 15:50,10/2/2006 13:55,10/2/2006 15:10,75,5.121,I,17.002,I,NULL,0,15,2,12
MS12,10/2/2006 18:10,10/2/2006 15:55,10/2/2006 17:30,95,20.276,I,44.086,I,NULL,0,19,2,11
MS12,10/2/2006 19:45,10/2/2006 18:15,10/2/2006 19:05,50,30.043,I,31.75,I,NULL,0,10,2,10
MS12,10/2/2006 21:20,10/2/2006 19:50,10/2/2006 20:40,50,12.18,I,17.006,I,NULL,0,10,2,10
MS12,10/2/2006 22:55,10/2/2006 21:25,10/2/2006 22:15,50,4.789,I,12.253,I,NULL,0,10,2,10
MS12,10/3/2006 0:30,10/2/2006 23:00,10/2/2006 23:50,50,5.676,I,14.657,I,NULL,0,10,2,10
MS12,10/3/2006 2:05,10/3/2006 0:35,10/3/2006 1:25,50,9.094,I,12.401,I,NULL,0,10,2,10
MS12,10/3/2006 3:40,10/3/2006 2:10,10/3/2006 3:00,50,2.968,I,8.904,I,NULL,0,10,2,10
MS12,10/3/2006 5:15,10/3/2006 3:45,10/3/2006 4:35,50,6.473,I,14.985,I,NULL,0,10,2,10
MS12,10/3/2006 6:50,10/3/2006 5:20,10/3/2006 6:10,50,4.71,I,11.295,I,NULL,0,10,2,10
MS12,10/3/2006 8:25,10/3/2006 6:55,10/3/2006 7:45,50,9.057,I,13.904,I,NULL,0,10,2,10
MS12,10/3/2006 10:00,10/3/2006 8:30,10/3/2006 9:20,50,4.348,I,12.181,I,NULL,0,10,2,10
MS12,10/3/2006 11:35,10/3/2006 10:05,10/3/2006 10:55,50,7.577,I,14.251,I,NULL,0,10,2,10
MS12,10/3/2006 13:10,10/3/2006 11:40,10/3/2006 12:30,50,4.164,I,20.69,I,NULL,0,10,2,10
MS12,10/3/2006 14:45,10/3/2006 13:15,10/3/2006 14:05,50,3.983,I,18.422,I,NULL,0,10,2,10
MS12,10/3/2006 16:20,10/3/2006 14:50,10/3/2006 15:40,50,3.495,I,13.59,I,NULL,0,10,2,10
MS12,10/3/2006 17:55,10/3/2006 16:25,10/3/2006 17:15,50,4.727,I,12.923,I,NULL,0,10,2,10
MS12,10/3/2006 19:30,10/3/2006 18:00,10/3/2006 18:50,50,2.401,I,9.089,I,NULL,0,10,2,10
MS12,10/3/2006 21:05,10/3/2006 19:35,10/3/2006 20:25,50,4.95,I,8.986,I,NULL,0,10,2,10
MS12,10/3/2006 22:40,10/3/2006 21:10,10/3/2006 22:00,50,3.674,I,10.099,I,NULL,0,10,2,10
MS12,10/4/2006 0:15,10/3/2006 22:45,10/3/2006 23:35,50,6.927,I,15.892,I,NULL,0,10,2,10
MS12,10/4/2006 1:50,10/4/2006 0:20,10/4/2006 1:10,50,4.393,I,12.336,I,NULL,0,10,2,10
MS12,10/4/2006 3:25,10/4/2006 1:55,10/4/2006 2:45,50,6.161,I,13.96,I,NULL,0,10,2,10
MS12,10/4/2006 5:00,10/4/2006 3:30,10/4/2006 4:20,50,3.751,I,8.518,I,NULL,0,10,2,10
MS12,10/4/2006 6:35,10/4/2006 5:05,10/4/2006 5:55,50,3.649,I,12.837,I,NULL,0,10,2,10
MS12,10/4/2006 8:50,10/4/2006 7:20,10/4/2006 8:10,50,5.065,I,19.284,I,NULL,0,10,2,10
MS12,10/4/2006 10:25,10/4/2006 8:55,10/4/2006 9:45,50,9.682,I,12.946,I,NULL,0,10,2,10
MS12,10/4/2006 12:00,10/4/2006 10:30,10/4/2006 11:20,50,4.119,I,12.068,I,NULL,0,10,2,10
MS12,10/4/2006 13:35,10/4/2006 12:05,10/4/2006 12:55,50,4.626,I,13.81,I,NULL,0,10,2,10
MS12,10/4/2006 15:10,10/4/2006 13:40,10/4/2006 14:30,50,3.144,I,13.443,I,NULL,0,10,2,10
MS12,10/4/2006 16:45,10/4/2006 15:15,10/4/2006 16:05,50,5.685,I,15.304,I,NULL,0,10,2,10
MS12,10/4/2006 18:20,10/4/2006 16:50,10/4/2006 17:40,50,5.386,I,10.622,I,NULL,0,10,2,10
MS12,10/4/2006 19:55,10/4/2006 18:25,10/4/2006 19:15,50,5.44,I,12.477,I,NULL,0,10,2,10
MS12,10/4/2006 21:30,10/4/2006 20:00,10/4/2006 20:50,50,3.163,I,9.532,I,NULL,0,10,2,10
MS12,10/4/2006 23:05,10/4/2006 21:35,10/4/2006 22:25,50,6.919,I,14.663,I,NULL,0,10,2,10
MS12,10/5/2006 0:40,10/4/2006 23:10,10/5/2006 0:00,50,5.144,I,15.793,I,NULL,0,10,2,10
MS12,10/5/2006 2:15,10/5/2006 0:45,10/5/2006 1:35,50,0,I,0,I,NULL,0,10,2,10
MS12,10/5/2006 3:50,10/5/2006 2:20,10/5/2006 3:10,50,0,I,0,I,NULL,0,10,2,10
MS12,10/5/2006 5:25,10/5/2006 3:55,10/5/2006 4:45,50,0,I,0,I,NULL,0,10,2,10
MS12,10/5/2006 7:00,10/5/2006 5:30,10/5/2006 6:20,50,0,I,0,I,NULL,0,10,2,10
MS12,10/5/2006 9:25,10/5/2006 7:05,10/5/2006 8:45,100,5.112,I,11.662,I,NULL,0,20,2,17
MS12,10/5/2006 11:00,10/5/2006 9:30,10/5/2006 10:20,50,6.922,I,15.921,I,NULL,0,10,2,10
MS12,10/5/2006 12:35,10/5/2006 11:05,10/5/2006 11:55,50,7.276,I,16.626,I,NULL,0,10,2,10
MS12,10/5/2006 14:10,10/5/2006 12:40,10/5/2006 13:30,50,4.436,I,30.396,I,NULL,0,10,2,10
MS12,10/5/2006 15:45,10/5/2006 14:15,10/5/2006 15:05,50,3.145,I,27.305,I,NULL,0,10,2,10
MS12,10/5/2006 17:20,10/5/2006 15:50,10/5/2006 16:40,50,6.088,I,29.663,I,NULL,0,10,2,10
MS12,10/5/2006 18:55,10/5/2006 17:25,10/5/2006 18:15,50,6.791,I,15.502,I,NULL,0,10,2,10
MS12,10/5/2006 20:30,10/5/2006 19:00,10/5/2006 19:50,50,6.925,I,13.115,I,NULL,0,10,2,10
MS12,10/5/2006 22:05,10/5/2006 20:35,10/5/2006 21:25,50,5.839,I,11.628,I,NULL,0,10,2,10
MS12,10/6/2006 0:25,10/5/2006 22:10,10/5/2006 23:45,95,1.222,I,8.509,I,NULL,0,19,2,11
MS12,10/6/2006 2:00,10/6/2006 0:30,10/6/2006 1:20,50,7.999,I,12.686,I,NULL,0,10,2,10
MS12,10/6/2006 3:35,10/6/2006 2:05,10/6/2006 2:55,50,6.114,I,19.11,I,NULL,0,10,2,10
MS12,10/6/2006 5:10,10/6/2006 3:40,10/6/2006 4:30,50,4.644,I,13.09,I,NULL,0,10,2,10
MS12,10/6/2006 6:45,10/6/2006 5:15,10/6/2006 6:05,50,4.659,I,10.402,I,NULL,0,10,2,10
MS12,10/6/2006 8:20,10/6/2006 6:50,10/6/2006 7:40,50,5.214,I,10.721,I,NULL,0,10,2,10
