SiteId,datetime,Start,End,CollTime,PBM,PBMVal,GOM,GOMVal,GEM,Valid_GEM,PossibleGEM,Excluded_GEM,ALL_GEM
UT96,6/18/2009 19:10,6/18/2009 14:05,6/18/2009 18:15,250,15.757,I,30.92,I,NULL,0,50,0,39
UT96,6/18/2009 22:10,6/18/2009 19:15,6/18/2009 21:15,120,11.127,I,11.021,I,NULL,0,24,2,24
UT96,7/1/2009 0:50,NULL,NULL,NULL,19.667,I,12.657,I,NULL,0,NULL,0,0
UT96,7/1/2009 3:50,7/1/2009 0:55,7/1/2009 2:55,120,29.439,I,10.441,I,NULL,0,24,2,24
UT96,7/1/2009 6:50,7/1/2009 3:55,7/1/2009 5:55,120,25.465,I,12.556,I,NULL,0,24,2,24
UT96,7/1/2009 9:50,7/1/2009 6:55,7/1/2009 8:55,120,27.573,I,25.729,I,NULL,0,24,2,24
UT96,7/1/2009 12:50,7/1/2009 9:55,7/1/2009 11:55,120,14.692,I,65.608,I,NULL,0,24,2,24
UT96,7/1/2009 15:50,7/1/2009 12:55,7/1/2009 14:55,120,13.014,I,50.591,I,NULL,0,24,2,24
UT96,7/1/2009 19:30,7/1/2009 16:35,7/1/2009 18:35,120,8.703,I,28.686,I,NULL,0,24,2,24
UT96,7/1/2009 22:30,7/1/2009 19:35,7/1/2009 21:35,120,13.161,I,14.985,I,NULL,0,24,2,24
UT96,7/2/2009 1:30,7/1/2009 22:35,7/2/2009 0:35,120,14.443,I,9.514,I,NULL,0,24,2,24
UT96,7/2/2009 4:30,7/2/2009 1:35,7/2/2009 3:35,120,13.958,I,7.112,I,NULL,0,24,2,24
UT96,7/2/2009 7:30,7/2/2009 4:35,7/2/2009 6:35,120,10.859,I,8.884,I,NULL,0,24,2,24
UT96,7/2/2009 10:30,7/2/2009 7:35,7/2/2009 9:35,120,18.778,I,16.89,I,NULL,0,24,2,24
UT96,7/2/2009 13:30,7/2/2009 10:35,7/2/2009 12:35,120,6.313,I,27.557,I,NULL,0,24,2,24
UT96,7/2/2009 16:30,7/2/2009 13:35,7/2/2009 15:35,120,6.461,I,10.262,I,NULL,0,24,2,24
UT96,7/2/2009 19:30,7/2/2009 16:35,7/2/2009 18:35,120,7.364,I,5.101,I,NULL,0,24,2,24
UT96,7/2/2009 22:30,7/2/2009 19:35,7/2/2009 21:35,120,8.058,I,4.829,I,NULL,0,24,2,24
UT96,7/3/2009 1:30,7/2/2009 22:35,7/3/2009 0:35,120,10.276,I,4.963,I,NULL,0,24,2,24
UT96,7/3/2009 4:30,7/3/2009 1:35,7/3/2009 3:35,120,9.631,I,6.397,I,NULL,0,24,2,24
UT96,7/3/2009 7:30,7/3/2009 4:35,7/3/2009 6:35,120,15.457,I,5.293,I,NULL,0,24,2,24
UT96,7/3/2009 10:30,7/3/2009 7:35,7/3/2009 9:35,120,12.639,I,9.362,I,NULL,0,24,2,24
UT96,7/3/2009 13:30,7/3/2009 10:35,7/3/2009 12:35,120,13.156,I,13.586,I,NULL,0,24,2,24
UT96,7/3/2009 16:30,7/3/2009 13:35,7/3/2009 15:35,120,5.707,I,31.017,I,NULL,0,24,2,24
UT96,7/3/2009 19:30,7/3/2009 16:35,7/3/2009 18:35,120,4.602,I,23.815,I,NULL,0,24,2,24
UT96,7/3/2009 22:30,7/3/2009 19:35,7/3/2009 21:35,120,23.143,I,13.606,I,NULL,0,24,2,24
UT96,7/4/2009 1:30,7/3/2009 22:35,7/4/2009 0:35,120,10.268,I,6.605,I,NULL,0,24,2,24
UT96,7/4/2009 4:30,7/4/2009 1:35,7/4/2009 3:35,120,9.385,I,7.392,I,NULL,0,24,2,24
UT96,7/4/2009 7:30,7/4/2009 4:35,7/4/2009 6:35,120,24.215,I,6.385,I,NULL,0,24,2,24
UT96,7/4/2009 10:30,7/4/2009 7:35,7/4/2009 9:35,120,11.279,I,11.193,I,NULL,0,24,2,24
UT96,7/4/2009 13:30,7/4/2009 10:35,7/4/2009 12:35,120,10.064,I,16.606,I,NULL,0,24,2,24
UT96,7/4/2009 16:30,7/4/2009 13:35,7/4/2009 15:35,120,7.227,I,20.392,I,NULL,0,24,2,24
UT96,7/4/2009 20:10,7/4/2009 17:15,7/4/2009 19:15,120,10.216,I,15.827,I,NULL,0,24,2,24
UT96,7/4/2009 23:10,7/4/2009 20:15,7/4/2009 22:15,120,15.768,I,11.418,I,NULL,0,24,2,24
UT96,7/5/2009 2:10,7/4/2009 23:15,7/5/2009 1:15,120,136.398,I,8.954,I,NULL,0,24,2,24
UT96,7/5/2009 5:10,7/5/2009 2:15,7/5/2009 4:15,120,53.675,I,10.283,I,NULL,0,24,2,24
UT96,7/5/2009 8:10,7/5/2009 5:15,7/5/2009 7:15,120,19.537,I,7.157,I,NULL,0,24,2,24
UT96,7/5/2009 11:10,7/5/2009 8:15,7/5/2009 10:15,120,9.032,I,17.085,I,NULL,0,24,2,24
UT96,7/5/2009 14:10,7/5/2009 11:15,7/5/2009 13:15,120,5.955,I,31.54,I,NULL,0,24,2,24
UT96,7/5/2009 17:10,7/5/2009 14:15,7/5/2009 16:15,120,6.69,I,44.865,I,NULL,0,24,2,24
